827.0000 9057.2866 4913.6946 1832.8609 923.4571 29363.3555 49681.5918 259992.0000 24.5187 12.2725 16.0000 80.0000 23813.3241 36284.4809 11.0000 119045.0000 765.7262 1166.7511 1.9333 4914.5106 0.2024 0.1879 24.5187 12.2725 119045.0000 2534.0000 0.0000 36.2300
1178.0000 7018.3497 3508.0005 1430.5671 647.6938 13470.4864 43557.0858 363190.0000 18.9236 8.6522 16.0000 80.0000 9781.3659 28962.4101 10.0000 118083.0000 333.2852 992.7827 1.8000 4926.0426 0.2038 0.1846 18.9236 8.6522 118083.0000 2786.0000 0.0000 25.4562
1134.0000 7963.1746 3927.0525 1616.5291 708.5515 18797.6155 38455.7941 290577.0000 21.3660 9.3959 16.0000 64.0000 16155.7707 29974.3519 10.0000 116698.0000 528.5946 987.1395 1.8667 4612.3333 0.2030 0.1804 21.3660 9.3959 116698.0000 3028.0000 0.0000 26.4581
1014.0000 7352.1578 3389.7991 1512.1588 607.2144 11237.8698 27998.5435 377668.0000 19.9813 8.0333 16.0000 96.0000 10223.2258 22958.6275 10.0000 103344.0000 329.6103 734.1913 1.8667 3975.4526 0.2057 0.1791 19.9813 8.0333 103344.0000 2532.0000 0.0000 29.5953
981.0000 7370.5607 4062.4193 1523.6636 726.0712 20318.4893 47556.7168 399840.0000 20.2161 9.7534 16.0000 96.0000 17242.6045 36771.4694 10.0000 118163.0000 553.5806 1177.8125 1.8667 4763.7722 0.2067 0.1787 20.2161 9.7534 118163.0000 2478.0000 0.0000 30.5776
1000.0000 7341.9440 3942.9083 1524.1260 697.3960 16237.3210 41799.2392 334371.0000 20.2020 9.2991 16.0000 96.0000 13623.3600 31885.4505 10.0000 116881.0000 440.7994 1026.8473 1.8667 4504.1489 0.2076 0.1769 20.2020 9.2991 116881.0000 2524.0000 0.0000 29.9209
248.0000 7581.8710 3960.2021 1513.8306 758.1958 22932.1089 56204.5417 305290.0000 20.1976 10.0813 16.0000 80.0000 17811.6653 39169.3645 6.0000 118275.0000 601.9384 1324.7706 1.4667 4691.9206 0.1997 0.1915 20.1976 10.0813 118275.0000 626.0000 0.0000 121.3158
1138.0000 7310.1160 3722.0756 1472.0756 674.7134 12549.9341 35127.8599 328507.0000 19.9411 9.0184 16.0000 96.0000 10278.1441 23324.8349 9.0000 118180.0000 333.8642 749.7523 1.8667 4158.3165 0.2014 0.1813 19.9411 9.0184 118180.0000 2836.0000 0.0000 26.3439
1044.0000 7307.5556 3689.7885 1458.1964 682.4903 12943.4033 35125.5605 300078.0000 20.0479 8.9636 16.0000 80.0000 11206.3525 27717.1572 9.0000 118122.0000 346.0368 838.7729 1.8000 4386.8413 0.1995 0.1850 20.0479 8.9636 118122.0000 2616.0000 0.0000 28.7085
954.0000 6884.1509 3408.9381 1376.0409 674.4168 16235.3134 48538.4709 373904.0000 18.7526 8.4257 16.0000 80.0000 12490.4298 34895.9220 11.0000 119208.0000 418.9716 1174.5596 1.8000 5041.2553 0.1999 0.1978 18.7526 8.4257 119208.0000 2236.0000 0.0000 31.4376
