12.0000 5063.3333 24.8572 5032.0000 5097.0000 16.0000 0.0000 956.0000 0.0000 4168.0000 0.0000 337.5556 1.6571 5073.0000 335.4667 5045.3636 -17.1667 7.3125
12.0000 5048.1667 8.4513 5039.0000 5064.0000 16.0000 0.0000 956.0000 0.0000 4168.0000 0.0000 336.5444 0.5634 5039.0000 335.9333 5030.2727 -17.1667 7.3125
9.0000 6713.2222 2491.5905 5044.0000 10039.0000 16.2222 0.4410 1030.7778 44.1185 4513.7778 1037.3333 438.2556 152.6422 10016.0000 336.2667 5655.1250 -16.2222 6.6962
1.0000 10043.0000 0.0000 10043.0000 10043.0000 16.0000 0.0000 1090.0000 0.0000 4168.0000 0.0000 669.5333 0.0000 10022.0000 669.5333 0.0000 -13.0000 0.0000
6.0000 9222.3333 3764.8516 5044.0000 15062.0000 16.5000 0.5477 1347.3333 628.3778 4686.6667 1270.4687 590.3972 228.3340 10031.0000 336.2667 6033.0000 -17.5000 7.6322
5.0000 12381.0000 6270.8574 5066.0000 21644.0000 17.0000 1.2247 1307.6000 1.3416 4168.0000 0.0000 756.3731 328.7463 15244.0000 337.7333 9183.5000 -17.4000 8.3570
9.0000 7826.1111 3634.7291 5034.0000 15047.0000 16.3333 0.5000 1310.5556 2.9627 4168.0000 0.0000 505.4606 220.6448 10025.0000 335.6000 6281.2500 -16.2222 6.6962
8.0000 10684.1250 3212.3587 5048.0000 15078.0000 16.5000 0.5345 1313.0000 0.9258 4168.0000 0.0000 686.1073 192.9374 10051.0000 336.5333 7895.2857 -16.1250 7.0964
8.0000 8801.7500 3537.8637 5042.0000 15051.0000 16.3750 0.5175 1313.6250 1.5059 4168.0000 0.0000 568.4693 216.4302 10038.0000 336.1333 7175.0000 -16.1250 7.0964
9.0000 9502.4444 3013.1565 5043.0000 15070.0000 16.4444 0.5270 1313.1111 1.1667 4168.0000 0.0000 612.5426 184.4107 10044.0000 336.2000 6909.6250 -16.2222 6.6962
9.0000 8942.8889 3341.0381 5030.0000 15066.0000 16.4444 0.5270 1313.2222 1.0929 4168.0000 0.0000 575.2509 203.7904 10042.0000 335.3333 6282.2500 -16.2222 6.6962
7.0000 10055.2857 2891.3772 5051.0000 15067.0000 16.4286 0.5345 1313.2857 1.2536 4168.0000 0.0000 649.4173 175.7851 10040.0000 336.7333 8367.6667 -17.0000 7.1714
8.0000 11937.6250 3714.9713 5072.0000 15069.0000 16.8750 0.6409 1312.7500 1.3887 4168.0000 0.0000 747.0562 218.0968 10047.0000 338.1333 7893.2857 -16.1250 7.0964
7.0000 11476.0000 3781.0199 5036.0000 15058.0000 16.5714 0.5345 1312.5714 1.1339 4168.0000 0.0000 732.2173 225.7093 10040.0000 335.7333 8360.1667 -17.0000 7.1714
9.0000 7283.7778 2635.6640 5055.0000 10068.0000 16.2222 0.4410 1313.6667 1.0000 4168.0000 0.0000 476.2634 165.3000 10040.0000 337.0000 6289.7500 -16.2222 6.6962
9.0000 9504.3333 3910.7508 5050.0000 15063.0000 16.4444 0.5270 1313.1111 1.5366 4168.0000 0.0000 610.3597 237.4564 10042.0000 336.6667 6910.6250 -16.2222 6.6962
9.0000 8942.5556 3330.5885 5051.0000 15050.0000 16.4444 0.5270 1312.8889 0.9280 4168.0000 0.0000 575.2435 203.1122 10031.0000 336.7333 6284.6250 -16.2222 6.6962
7.0000 10767.1429 3455.1955 5045.0000 15066.0000 16.5714 0.5345 1313.2857 1.2536 4168.0000 0.0000 687.9149 208.0279 10038.0000 336.3333 7529.6667 -17.0000 7.1714
