30.0000 2059.2000 28.3663 2034.0000 2148.0000 16.0000 0.0000 1033.8333 56.5924 6346.4000 1450.4771 137.2800 1.8911 2130.0000 135.6000 2044.3793 -15.6333 4.2307
16.0000 8108.8750 18809.4935 2034.0000 74904.0000 16.8125 2.5091 1123.0000 379.5864 5918.5000 1594.4255 402.3427 775.9589 15200.0000 127.5625 3641.8000 -15.6250 4.2112
25.0000 2043.8800 7.0906 2033.0000 2059.0000 16.0000 0.0000 1082.4800 19.2465 5288.3200 1524.5624 136.2587 0.4727 2036.0000 135.5333 2027.5000 -16.0000 4.1665
29.0000 7563.7241 29735.2031 2030.0000 162171.0000 17.1034 5.9423 1240.5172 445.5300 6601.6552 2262.3107 250.4223 615.4523 111437.0000 135.3333 2026.4286 -15.5172 4.2558
29.0000 5955.9310 21074.8566 2033.0000 115534.0000 16.5862 2.9703 1223.5862 219.7178 5921.3793 1620.0149 259.6855 666.8423 111454.0000 128.3750 2099.6071 -15.5172 4.2558
29.0000 2740.8276 3765.9978 2031.0000 22322.0000 16.5517 2.9711 1223.5862 219.5254 6028.6897 1869.5277 156.2367 108.4400 18215.0000 135.4000 2099.3571 -15.5172 4.2558
27.0000 2042.1481 8.2588 2032.0000 2064.0000 16.0370 0.1925 1195.5926 16.0222 5896.8889 1575.8225 135.8285 1.7645 2042.0000 127.4375 2182.3462 -15.7407 4.2216
30.0000 2045.3000 5.8790 2034.0000 2057.0000 16.0000 0.0000 1218.6333 0.4901 5724.0000 1582.6002 136.3533 0.3919 2033.0000 135.6000 2027.5517 -15.6333 4.2307
29.0000 2043.6897 6.2570 2031.0000 2055.0000 16.0000 0.0000 1218.5862 0.5680 5992.2759 1559.8278 136.2460 0.4171 2031.0000 135.4000 2028.1786 -15.5172 4.2558
30.0000 2043.7000 5.4403 2035.0000 2063.0000 16.0000 0.0000 1218.5667 0.5040 5309.0667 1525.2924 136.2467 0.3627 2035.0000 135.6667 2027.7241 -15.6333 4.2307
30.0000 2042.8000 4.8806 2033.0000 2052.0000 16.0000 0.0000 1218.9333 0.6397 6035.2000 1550.6252 136.1867 0.3254 2031.0000 135.5333 2026.6207 -15.6333 4.2307
29.0000 2041.7931 7.8984 2030.0000 2068.0000 16.0000 0.0000 1218.4828 0.5085 5455.7241 1559.8278 136.1195 0.5266 2043.0000 135.3333 2026.6429 -15.5172 4.2558
30.0000 2041.5000 6.4954 2031.0000 2055.0000 16.0000 0.0000 1218.7333 0.4498 6035.2000 1550.6252 136.1000 0.4330 2032.0000 135.4000 2026.3103 -15.6333 4.2307
29.0000 2044.1724 7.0765 2034.0000 2057.0000 16.0000 0.0000 1218.6897 0.5414 5884.9655 1575.0460 136.2782 0.4718 2036.0000 135.6000 2027.8571 -15.5172 4.2558
30.0000 2044.9667 10.5127 2037.0000 2095.0000 16.0000 0.0000 1218.7667 0.4302 5620.2667 1579.0794 136.3311 0.7008 2067.0000 135.8000 2028.5172 -15.6333 4.2307
30.0000 2044.6333 7.0588 2033.0000 2064.0000 16.0000 0.0000 1218.5667 0.5683 5931.4667 1568.4696 136.3089 0.4706 2034.0000 135.5333 2028.0000 -15.6333 4.2307
29.0000 2043.8966 6.6297 2032.0000 2062.0000 16.0000 0.0000 1218.5172 0.5745 6099.5862 1536.7180 136.2598 0.4420 2036.0000 135.4667 2026.9643 -15.5172 4.2558
30.0000 2043.3667 5.3915 2036.0000 2056.0000 16.0000 0.0000 1218.6000 0.4983 5516.5333 1568.4696 136.2244 0.3594 2036.0000 135.7333 2026.5172 -15.6333 4.2307
29.0000 2043.8966 8.2347 2035.0000 2067.0000 16.0000 0.0000 1218.8621 0.5158 5563.0345 1575.0460 136.2598 0.5490 2037.0000 135.6667 2027.0357 -15.5172 4.2558
30.0000 2043.0333 7.2848 2030.0000 2065.0000 16.0000 0.0000 1218.8333 0.5921 6035.2000 1550.6252 136.2022 0.4857 2037.0000 135.3333 2027.0000 -15.6333 4.2307
30.0000 2042.5000 5.5569 2034.0000 2057.0000 16.0000 0.0000 1218.5000 0.5085 5412.8000 1550.6252 136.1667 0.3705 2030.0000 135.6000 2026.9655 -15.6333 4.2307
29.0000 2042.1034 4.7082 2029.0000 2050.0000 16.0000 0.0000 1205.6897 35.2938 5777.6552 1582.6002 136.1402 0.3139 2028.0000 135.2667 2026.3571 -15.5172 4.2558
30.0000 2040.1000 7.5491 2031.0000 2066.0000 16.0333 0.1826 1153.1667 11.6976 6346.4000 1450.4771 135.7221 1.5276 2039.0000 128.0625 2025.7931 -15.6333 4.2307
29.0000 2044.5862 9.4548 2033.0000 2066.0000 16.0000 0.0000 1154.0345 1.3754 5884.9655 1575.0460 136.3057 0.6303 2045.0000 135.5333 2029.4286 -15.5172 4.2558
