46.0000 4438.6087 886.5619 1032.4348 247.5093 1629.5435 3483.8238 14311.0000 16.1522 0.3632 16.0000 17.0000 1279.1739 2512.6151 11.0000 9283.0000 103.3728 219.0988 2.1333 894.4375 0.2326 0.2792 16.1522 0.3632 9283.0000 92.0000 0.0000 665.4667
4.0000 4168.0000 0.0000 1244.0000 0.0000 7978.7500 3451.1196 11762.0000 16.5000 0.5774 16.0000 17.0000 6691.0000 3366.1019 4971.0000 11740.0000 516.1906 228.5248 315.5000 784.1333 0.2985 0.0000 16.5000 0.5774 11740.0000 8.0000 0.0000 5597.6667
67.0000 4292.4179 714.6444 1287.0448 214.6446 1099.7015 1368.2572 8374.0000 16.9104 2.8001 16.0000 33.0000 867.4030 1056.0305 11.0000 6291.0000 62.6719 53.1879 1.9333 261.6875 0.2998 0.3004 16.9104 2.8001 6291.0000 138.0000 0.0000 435.6212
57.0000 4168.0000 0.0000 1250.5263 1.2116 1010.7193 713.6291 2076.0000 16.4912 0.5044 16.0000 17.0000 746.6140 439.8216 14.0000 1044.0000 64.2820 44.6429 2.0667 129.7500 0.3000 1.2116 16.4912 0.5044 1044.0000 114.0000 0.0000 490.5893
80.0000 4168.0000 0.0000 1271.2125 21.9411 732.9500 635.8245 2078.0000 16.3375 0.4758 16.0000 17.0000 609.4000 486.2522 12.0000 1045.0000 47.0201 40.2920 1.9333 129.8750 0.3050 21.9411 16.3375 0.4758 1045.0000 160.0000 0.0000 367.7848
60.0000 4168.0000 0.0000 1296.5500 1.0321 980.7500 612.1067 2077.0000 16.4833 0.5039 16.0000 17.0000 791.2667 409.9934 13.0000 1044.0000 62.6440 38.4017 2.2000 129.8125 0.3111 1.0321 16.4833 0.5039 1044.0000 120.0000 0.0000 485.1017
75.0000 4168.0000 0.0000 1296.4667 1.0310 792.3200 646.5653 2091.0000 16.3733 0.4869 16.0000 17.0000 649.0267 476.5534 12.0000 1052.0000 50.7415 40.8549 2.0000 130.6875 0.3111 1.0310 16.3733 0.4869 1052.0000 150.0000 0.0000 390.9730
74.0000 4224.3243 484.5202 1314.6486 150.7628 2437.7973 14097.1298 121942.0000 16.6081 1.9919 16.0000 33.0000 2264.2162 13864.5274 12.0000 119851.0000 102.0481 438.9189 2.0000 3810.6875 0.3112 0.3112 16.6081 1.9919 119851.0000 150.0000 0.0000 397.8082
84.0000 4366.4762 892.9436 1358.4881 278.0431 5151.6310 20004.2344 95891.0000 17.1071 3.4988 16.0000 34.0000 4992.2619 19678.4938 12.0000 94792.0000 185.5774 631.6580 2.0667 3093.2581 0.3111 0.3114 17.1071 3.4988 94792.0000 176.0000 0.0000 351.1446
71.0000 4168.0000 0.0000 1296.5352 1.0533 848.8310 628.9650 2081.0000 16.4225 0.5254 16.0000 18.0000 698.6761 458.0789 14.0000 1044.0000 54.2815 39.6751 2.0667 130.0625 0.3111 1.0533 16.4225 0.5254 1044.0000 142.0000 0.0000 412.1286
57.0000 4460.4912 1074.1482 1387.9649 334.4087 6913.6842 21499.8713 87747.0000 17.6140 4.0872 16.0000 33.0000 6575.5965 21281.1734 12.0000 84643.0000 252.4887 680.0397 2.0667 2742.0938 0.3112 0.3113 17.6140 4.0872 84643.0000 122.0000 0.0000 526.3214
80.0000 4376.4000 914.1258 1362.1375 284.5086 3717.0625 13185.1090 61045.0000 17.1750 3.6864 16.0000 34.0000 3541.3750 12855.5932 13.0000 59963.0000 138.5569 408.4978 2.0000 1969.1935 0.3112 0.3112 17.1750 3.6864 59963.0000 168.0000 0.0000 368.7342
73.0000 4168.0000 0.0000 1297.4110 1.0386 800.0685 690.2113 2086.0000 16.3699 0.4861 16.0000 17.0000 628.6986 484.7468 13.0000 1052.0000 51.1446 43.5075 2.1333 130.3750 0.3113 1.0386 16.3699 0.4861 1052.0000 146.0000 0.0000 401.7639
63.0000 4234.1587 525.1186 1317.5714 163.1564 1757.2063 7201.8842 57819.0000 16.6508 2.0253 16.0000 32.0000 1588.8254 6942.6474 12.0000 55707.0000 83.4368 231.2016 2.0667 1865.1290 0.3112 0.3107 16.6508 2.0253 55707.0000 128.0000 0.0000 465.9032
58.0000 4311.7241 767.1588 1341.2586 238.4346 2919.8966 10204.6726 56846.0000 17.0517 3.0803 16.0000 33.0000 2637.9138 9943.9621 13.0000 54757.0000 123.0243 314.8745 2.0000 1776.4375 0.3111 0.3108 17.0517 3.0803 54757.0000 120.0000 0.0000 501.2105
88.0000 4546.9091 1205.0824 1414.8295 375.0648 6146.0682 18717.1496 79597.0000 17.7955 4.7420 16.0000 34.0000 5944.7500 18367.2064 12.0000 78514.0000 214.0140 584.8483 2.0667 2567.6452 0.3112 0.3112 17.7955 4.7420 78514.0000 192.0000 0.0000 338.3103
67.0000 4168.0000 0.0000 1296.8209 1.0720 837.7910 648.2803 2089.0000 16.4179 0.4969 16.0000 17.0000 678.8358 465.8660 12.0000 1044.0000 53.5216 40.8549 2.0667 130.5625 0.3111 1.0720 16.4179 0.4969 1044.0000 134.0000 0.0000 436.8788
69.0000 4168.0000 0.0000 1296.2899 0.9252 799.2609 531.3419 2064.0000 16.3623 0.4842 16.0000 17.0000 717.3913 450.6931 12.0000 1055.0000 51.5208 33.9303 2.0667 129.0000 0.3110 0.9252 16.3623 0.4842 1055.0000 138.0000 0.0000 425.4559
81.0000 4734.0247 1436.7644 1473.3827 447.1770 8599.6790 22179.1508 79141.0000 18.5556 5.5678 16.0000 33.0000 8319.9383 21739.4402 12.0000 77051.0000 293.5593 699.2388 2.0667 2518.9032 0.3112 0.3112 18.5556 5.5678 77051.0000 184.0000 0.0000 363.7875
67.0000 4168.0000 0.0000 1297.7015 1.1012 850.4328 612.5708 2053.0000 16.4030 0.4942 16.0000 17.0000 707.9701 453.1481 13.0000 1046.0000 54.5024 38.6938 2.0667 128.3125 0.3113 1.1012 16.4030 0.4942 1046.0000 134.0000 0.0000 436.1970
72.0000 4399.5556 961.4279 1370.0972 299.1694 3234.9444 10215.2867 45520.0000 17.2639 3.7529 16.0000 33.0000 3043.4861 9987.8215 12.0000 44413.0000 126.5023 320.4451 2.0000 1468.3871 0.3114 0.3112 17.2639 3.7529 44413.0000 152.0000 0.0000 408.4648
85.0000 4168.0000 0.0000 1297.5294 1.0187 691.2118 615.5840 2056.0000 16.3294 0.4728 16.0000 17.0000 584.1059 487.1075 12.0000 1038.0000 44.3497 39.0776 2.0000 128.5000 0.3113 1.0187 16.3294 0.4728 1038.0000 170.0000 0.0000 347.2619
62.0000 4168.0000 0.0000 1297.6452 1.0573 933.0161 637.2417 2078.0000 16.4516 0.5017 16.0000 17.0000 749.0161 435.1096 12.0000 1046.0000 59.6186 40.0462 1.9333 129.8750 0.3113 1.0573 16.4516 0.5017 1046.0000 124.0000 0.0000 469.8689
87.0000 4215.9080 446.8565 1312.8046 139.0686 1072.6782 3578.2715 33520.0000 16.5287 1.9520 16.0000 34.0000 922.4598 3343.9972 12.0000 31424.0000 55.7134 111.9045 1.9333 1015.7576 0.3114 0.3112 16.5287 1.9520 31424.0000 176.0000 0.0000 339.6047
73.0000 4168.0000 0.0000 1297.5068 1.0425 784.5342 582.4424 2073.0000 16.3562 0.4822 16.0000 17.0000 678.2466 465.2676 13.0000 1049.0000 50.4620 37.0157 2.0000 129.5625 0.3113 1.0425 16.3562 0.4822 1049.0000 146.0000 0.0000 401.5417
74.0000 4168.0000 0.0000 1297.4595 0.9957 817.6486 594.4017 2111.0000 16.3919 0.4915 16.0000 17.0000 697.4459 459.1488 11.0000 1059.0000 52.4544 37.6490 1.8667 131.9375 0.3113 0.9957 16.3919 0.4915 1059.0000 148.0000 0.0000 396.6986
74.0000 4280.6486 680.5055 1332.4324 211.8667 3376.6486 15610.5068 97397.0000 16.8108 2.6775 16.0000 33.0000 3269.3378 15441.7557 12.0000 96282.0000 132.4538 492.5565 2.0667 3141.8387 0.3113 0.3113 16.8108 2.6775 96282.0000 152.0000 0.0000 396.2192
75.0000 4168.0000 0.0000 1297.5600 1.0298 807.1200 595.2887 2065.0000 16.3867 0.4903 16.0000 17.0000 688.2400 462.4660 13.0000 1046.0000 51.7811 37.7190 2.2000 129.0625 0.3113 1.0298 16.3867 0.4903 1046.0000 150.0000 0.0000 391.6757
84.0000 4168.0000 0.0000 1297.4524 0.9867 675.5238 537.8110 2075.0000 16.3095 0.4651 16.0000 17.0000 615.0238 482.4961 12.0000 1045.0000 43.5850 34.4969 2.0667 129.6875 0.3113 0.9867 16.3095 0.4651 1045.0000 168.0000 0.0000 351.3614
64.0000 4168.0000 0.0000 1298.4219 1.0511 938.1094 600.6448 2092.0000 16.4531 0.5017 16.0000 17.0000 773.2969 422.1151 12.0000 1054.0000 60.0365 37.8021 2.0667 130.7500 0.3115 1.0511 16.4531 0.5017 1054.0000 128.0000 0.0000 472.4603
74.0000 4168.0000 0.0000 1297.8919 1.0799 802.3649 573.5030 2063.0000 16.3919 0.5186 16.0000 18.0000 695.8784 457.9310 11.0000 1045.0000 51.5042 36.4022 2.0000 128.9375 0.3114 1.0799 16.3919 0.5186 1045.0000 148.0000 0.0000 396.1507
87.0000 4215.9080 446.8565 1312.2759 139.0168 1525.4828 7884.2208 74015.0000 16.5057 1.8482 16.0000 33.0000 1420.6897 7771.0221 10.0000 72932.0000 69.9796 246.1585 2.0000 2312.9687 0.3113 0.3111 16.5057 1.8482 72932.0000 176.0000 0.0000 339.2907
63.0000 4168.0000 0.0000 1297.6032 1.0245 934.2698 680.8516 2071.0000 16.4603 0.5024 16.0000 17.0000 723.3492 448.9331 12.0000 1041.0000 59.6107 42.7321 1.9333 129.4375 0.3113 1.0245 16.4603 0.5024 1041.0000 126.0000 0.0000 461.9355
85.0000 4168.0000 0.0000 1297.8824 1.1171 716.1176 569.6960 2074.0000 16.3412 0.4769 16.0000 17.0000 631.7176 478.6014 15.0000 1048.0000 46.0544 36.3100 2.1333 129.6250 0.3114 1.1171 16.3412 0.4769 1048.0000 170.0000 0.0000 347.8452
65.0000 4168.0000 0.0000 1297.9692 1.0748 892.9231 571.7524 2078.0000 16.4154 0.4966 16.0000 17.0000 761.1538 428.2867 11.0000 1046.0000 57.3261 36.1388 2.0000 129.8750 0.3114 1.0748 16.4154 0.4966 1046.0000 130.0000 0.0000 449.1094
79.0000 4168.0000 0.0000 1298.1139 1.0859 755.1772 650.5045 2077.0000 16.3544 0.4814 16.0000 17.0000 618.3418 484.5272 12.0000 1052.0000 48.3705 41.1351 2.0000 129.8125 0.3114 1.0859 16.3544 0.4814 1052.0000 158.0000 0.0000 373.0000
