2.0000 3997.0000 5652.6116 2432.5000 2461.4387 10345.0000 10384.5702 0.6086 0.4355 2.0000 0.0000
1.0000 6548.0000 0.0000 3289.0000 0.0000 14033.0000 0.0000 0.5023 0.0000 2.0000 0.0000
1.0000 5098.0000 0.0000 2405.0000 0.0000 11194.0000 0.0000 0.4718 0.0000 2.0000 0.0000
2.0000 3650.0000 1.4142 1527.0000 0.0000 5824.0000 451.1341 0.4184 0.0000 4.0000 0.0000
2.0000 5824.5000 3075.2074 2850.0000 1871.0045 12018.0000 6904.1906 0.4893 0.6084 4.0000 0.0000
1.0000 3650.0000 0.0000 1527.0000 0.0000 9104.0000 0.0000 0.4184 0.0000 2.0000 0.0000
1.0000 5098.0000 0.0000 2405.0000 0.0000 8887.0000 0.0000 0.4718 0.0000 2.0000 0.0000
2.0000 4374.5000 1024.5977 1966.0000 625.0824 8964.0000 4620.2357 0.4494 0.6101 4.0000 0.0000
2.0000 2548.0000 3603.4162 1548.5000 1211.2739 5696.5000 3812.0127 0.6077 0.3361 2.0000 0.0000
1.0000 7996.0000 0.0000 4170.0000 0.0000 15292.0000 0.0000 0.5215 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1524.0000 0.0000 9520.0000 0.0000 0.4175 0.0000 2.0000 0.0000
1.0000 5100.0000 0.0000 2408.0000 0.0000 11285.0000 0.0000 0.4722 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1527.0000 0.0000 9911.0000 0.0000 0.4184 0.0000 2.0000 0.0000
1.0000 3649.0000 0.0000 1527.0000 0.0000 6102.0000 0.0000 0.4185 0.0000 2.0000 0.0000
2.0000 4373.5000 1024.5977 1964.5000 622.9611 9268.5000 3988.7894 0.4492 0.6080 4.0000 0.0000
2.0000 4373.5000 1024.5977 1967.5000 627.2037 9518.5000 3615.4370 0.4499 0.6121 4.0000 0.0000
1.0000 5099.0000 0.0000 2405.0000 0.0000 11257.0000 0.0000 0.4717 0.0000 2.0000 0.0000
1.0000 5099.0000 0.0000 2408.0000 0.0000 9352.0000 0.0000 0.4722 0.0000 2.0000 0.0000
2.0000 2549.0000 3604.8304 1548.5000 1211.2739 7980.0000 7042.7835 0.6075 0.3360 2.0000 0.0000
1.0000 3650.0000 0.0000 1524.0000 0.0000 8707.0000 0.0000 0.4175 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1527.0000 0.0000 8715.0000 0.0000 0.4184 0.0000 2.0000 0.0000
2.0000 4374.5000 1027.4262 1966.0000 625.0824 7441.0000 231.9310 0.4494 0.6084 4.0000 0.0000
1.0000 7996.0000 0.0000 4176.0000 0.0000 15162.0000 0.0000 0.5223 0.0000 2.0000 0.0000
1.0000 6546.0000 0.0000 3289.0000 0.0000 17422.0000 0.0000 0.5024 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1524.0000 0.0000 5988.0000 0.0000 0.4175 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1527.0000 0.0000 8878.0000 0.0000 0.4184 0.0000 2.0000 0.0000
1.0000 5100.0000 0.0000 2405.0000 0.0000 12039.0000 0.0000 0.4716 0.0000 2.0000 0.0000
1.0000 6547.0000 0.0000 3289.0000 0.0000 12817.0000 0.0000 0.5024 0.0000 2.0000 0.0000
1.0000 3651.0000 0.0000 1524.0000 0.0000 9566.0000 0.0000 0.4174 0.0000 2.0000 0.0000
2.0000 1824.0000 2579.5255 1108.0000 588.3128 4975.5000 2792.3647 0.6075 0.2281 2.0000 0.0000
1.0000 3649.0000 0.0000 1524.0000 0.0000 8823.0000 0.0000 0.4176 0.0000 2.0000 0.0000
1.0000 7997.0000 0.0000 4170.0000 0.0000 16128.0000 0.0000 0.5214 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1527.0000 0.0000 6185.0000 0.0000 0.4184 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1527.0000 0.0000 9894.0000 0.0000 0.4184 0.0000 2.0000 0.0000
1.0000 6546.0000 0.0000 3295.0000 0.0000 13171.0000 0.0000 0.5034 0.0000 2.0000 0.0000
1.0000 5098.0000 0.0000 2405.0000 0.0000 11885.0000 0.0000 0.4718 0.0000 2.0000 0.0000
1.0000 6548.0000 0.0000 3292.0000 0.0000 13707.0000 0.0000 0.5027 0.0000 2.0000 0.0000
1.0000 3647.0000 0.0000 1527.0000 0.0000 9468.0000 0.0000 0.4187 0.0000 2.0000 0.0000
1.0000 5098.0000 0.0000 2408.0000 0.0000 11680.0000 0.0000 0.4723 0.0000 2.0000 0.0000
1.0000 5099.0000 0.0000 2405.0000 0.0000 13748.0000 0.0000 0.4717 0.0000 2.0000 0.0000
2.0000 1825.0000 2580.9398 1109.5000 590.4342 5949.5000 4168.3945 0.6079 0.2288 2.0000 0.0000
1.0000 5099.0000 0.0000 2405.0000 0.0000 12326.0000 0.0000 0.4717 0.0000 2.0000 0.0000
2.0000 3649.5000 0.7071 1527.0000 0.0000 9444.0000 294.1564 0.4184 0.0000 4.0000 0.0000
1.0000 5100.0000 0.0000 2408.0000 0.0000 12266.0000 0.0000 0.4722 0.0000 2.0000 0.0000
1.0000 7993.0000 0.0000 4173.0000 0.0000 12712.0000 0.0000 0.5221 0.0000 2.0000 0.0000
1.0000 3651.0000 0.0000 1524.0000 0.0000 7632.0000 0.0000 0.4174 0.0000 2.0000 0.0000
1.0000 3650.0000 0.0000 1527.0000 0.0000 8164.0000 0.0000 0.4184 0.0000 2.0000 0.0000
1.0000 9446.0000 0.0000 5051.0000 0.0000 15559.0000 0.0000 0.5347 0.0000 2.0000 0.0000
1.0000 3651.0000 0.0000 1527.0000 0.0000 7123.0000 0.0000 0.4182 0.0000 2.0000 0.0000
1.0000 6549.0000 0.0000 3292.0000 0.0000 9693.0000 0.0000 0.5027 0.0000 2.0000 0.0000
1.0000 0.0000 0.0000 692.0000 0.0000 3003.0000 0.0000 692.0000 0.0000 0.0000 0.0000
1.0000 0.0000 0.0000 692.0000 0.0000 3001.0000 0.0000 692.0000 0.0000 0.0000 0.0000
